Scan Name,Updated,Type,Module,Source,F/P,Data
www.xerispharma.com,2025-11-21 21:40:52,CO_HOSTED_SITE_DOMAIN_WHOIS,sfp_whois,bezeq.co.il,0,"
% The data in the WHOIS database of the .il registry is provided
% by ISOC-IL for information purposes, and to assist persons in 
% obtaining information about or related to a domain name 
% registration record. ISOC-IL does not guarantee its accuracy.
% By submitting a WHOIS query, you agree that you will use this
% Data only for lawful purposes and that, under no circumstances
% will you use this Data to: (1) allow, enable, or otherwise 
% support the transmission of mass unsolicited, commercial 
% advertising or solicitations via e-mail (spam); 
% or  (2) enable high volume, automated, electronic processes that 
% apply to ISOC-IL (or its systems).
% ISOC-IL reserves the right to modify these terms at any time.
% By submitting this query, you agree to abide by this policy.
 
query:        bezeq.co.il

reg-name:     bezeq
domain:       bezeq.co.il

descr:        Bezeq The Israel Telecommunication Corp. Ltd.
descr:        POB 62081
descr:        Tel-Aviv
descr:        61620
descr:        Israel
phone:      "
www.xerispharma.com,2025-11-21 19:39:52,TARGET_WEB_CONTENT,sfp_spider,nav2017.xerispharma.com,0,"

<html>
<head>
    <title>Dynamics NAV 2017 Environment</title>
    <style type=""text/css"">
        h1 {
            font-size: 2em;
            font-weight: 400;
            color: #000;
            margin: 0px;
        }

        h2 {
            font-size: 1.2em;
            margin-top: 2em;
        }

        .h2sub {
            font-weight: 100;
        }

        h3 {
            font-size: 1.2em;
            margin: 0px;
            line-height: 32pt;
        }

        h4 {
            font-size: 1em;
            margin: 0px;
            line-height: 24pt;
        }

        h6 {
            font-size: 10pt;
            position: relative;
            left: 10px;
            top: 120px;
            margin: 0px;
        }

        h5 {
            font-size: 2em;
            font-weight: 400;
            color: #800000;
            margin: 0px;
        }

        body {
            font-family: ""Segoe UI"",""Lucida Grande"",Verdana,Arial,Helvetica,sans-s"
www.xerispharma.com,2025-11-21 22:27:33,SIMILARDOMAIN_WHOIS,sfp_whois,akamaiedge.myspreadshop.co.uk,0,"
    Domain name:
        myspreadshop.co.uk

    Data validation:
        The registrar is responsible for having checked these contact details

    Registrar:
        EuroDNS SA [Tag = EURODNS]
        URL: http://www.eurodns.com

    Relevant dates:
        Registered on: 06-May-2021
        Expiry date:  06-May-2027
        Last updated:  22-Jun-2021

    Registration status:
        Registered until expiry date.

    Name servers:
        dns1.p07.nsone.net
        dns2.p07.nsone.net
        dns3.p07.nsone.net
        dns4.p07.nsone.net

    WHOIS lookup made at 16:57:33 21-Nov-2025

-- 
This WHOIS information is provided for free by Nominet UK the central registry
for .uk domain names. This information and the .uk WHOIS are:

    Copyright Nominet UK 1996 - 2025.

You may not access the .uk WHOIS or use any data from it except as permitted
by the terms of use available in full at https://www.nominet.uk/whoisterms,
which includes restrictions on: (A) use of the data for"
www.xerispharma.com,2025-11-21 22:00:56,CO_HOSTED_SITE_DOMAIN_WHOIS,sfp_whois,aboutstay.com,0,"   Domain Name: ABOUTSTAY.COM
   Registry Domain ID: 1828954281_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.godaddy.com
   Registrar URL: http://www.godaddy.com
   Updated Date: 2025-09-27T18:16:06Z
   Creation Date: 2013-09-26T12:54:29Z
   Registry Expiry Date: 2026-09-26T12:54:29Z
   Registrar: GoDaddy.com, LLC
   Registrar IANA ID: 146
   Registrar Abuse Contact Email: abuse@godaddy.com
   Registrar Abuse Contact Phone: 480-624-2505
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientRenewProhibited https://icann.org/epp#clientRenewProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Name Server: NS-1383.AWSDNS-44.ORG
   Name Server: NS-1537.AWSDNS-00.CO.UK
   Name Server: NS-17.AWSDNS-02.COM
   Name Server: NS-692.AWSDNS-22.NET
   DNSSEC: unsigned
   URL of the ICANN Whois Inaccuracy Compl"
www.xerispharma.com,2025-11-21 19:10:44,CO_HOSTED_SITE_DOMAIN_WHOIS,sfp_whois,acrivon.com,0,"   Domain Name: ACRIVON.COM
   Registry Domain ID: 2232949175_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.godaddy.com
   Registrar URL: http://www.godaddy.com
   Updated Date: 2025-06-02T19:30:07Z
   Creation Date: 2018-02-27T16:23:09Z
   Registry Expiry Date: 2029-02-27T16:23:09Z
   Registrar: GoDaddy.com, LLC
   Registrar IANA ID: 146
   Registrar Abuse Contact Email: abuse@godaddy.com
   Registrar Abuse Contact Phone: 480-624-2505
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientRenewProhibited https://icann.org/epp#clientRenewProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Name Server: NS77.DOMAINCONTROL.COM
   Name Server: NS78.DOMAINCONTROL.COM
   DNSSEC: signedDelegation
   DNSSEC DS Data: 15856 13 2 A59C2A5AC6BB61E6147DEBC6F9B886B964D196B1EEDC63CC3E588C0DF5DF06B3
   DNSSEC DS Da"
www.xerispharma.com,2025-11-21 19:05:15,CO_HOSTED_SITE_DOMAIN_WHOIS,sfp_whois,adeia.com,0,"   Domain Name: ADEIA.COM
   Registry Domain ID: 1557461609_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.cloudflare.com
   Registrar URL: http://www.cloudflare.com
   Updated Date: 2022-03-16T21:37:01Z
   Creation Date: 2009-05-29T19:24:48Z
   Registry Expiry Date: 2031-05-29T19:24:48Z
   Registrar: Cloudflare, Inc.
   Registrar IANA ID: 1910
   Registrar Abuse Contact Email: registrar-abuse@cloudflare.com
   Registrar Abuse Contact Phone: +1.6503198930
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Name Server: ELISA.NS.CLOUDFLARE.COM
   Name Server: RAJEEV.NS.CLOUDFLARE.COM
   DNSSEC: signedDelegation
   DNSSEC DS Data: 2371 13 2 801B288A4F2A8AB414BF6D902E12E890038CC8035DF8E26B5186D7CA48121505
   URL of the ICANN Whois Inaccuracy Complaint Form: https://www.icann.org/wicf/
>>> Last update of whois database: 2025-11-21T13:35:00Z <<<

For more information on Whois status codes, please visit https://icann.org/epp

NOTICE: The expiration dat"
www.xerispharma.com,2025-11-21 21:11:12,AFFILIATE_DOMAIN_WHOIS,sfp_whois,akam.net,0,"   Domain Name: AKAM.NET
   Registry Domain ID: 4351498_DOMAIN_NET-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2025-02-11T11:01:34Z
   Creation Date: 1999-03-15T05:00:00Z
   Registry Expiry Date: 2026-03-15T04:00:00Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: A1-67.A"
www.xerispharma.com,2025-11-21 20:59:50,SIMILARDOMAIN_WHOIS,sfp_whois,akamaiedge.com,0,"   Domain Name: AKAMAIEDGE.COM
   Registry Domain ID: 78215958_DOMAIN_COM-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2025-09-02T11:14:44Z
   Creation Date: 2001-10-04T02:47:05Z
   Registry Expiry Date: 2026-10-04T02:47:05Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Name Server: A1-98.AKAM.NET
   Name Server: A12-65.AKAM.NET
   Name Server: A13-65.AKAM.NET
   Name Server: A2-64.AKAM.NET
   Name Server: A3-64.AKAM.NET
   Name Server: A4-65.AKAM.NET
   DNSSEC: unsigned
   URL of the ICANN Whois Inaccuracy Complaint Form: https://www.i"
www.xerispharma.com,2025-11-21 17:31:16,DOMAIN_WHOIS,sfp_whois,akamaiedge.net,0,"   Domain Name: AKAMAIEDGE.NET
   Registry Domain ID: 78215953_DOMAIN_NET-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2025-09-02T11:14:44Z
   Creation Date: 2001-10-04T02:46:49Z
   Registry Expiry Date: 2026-10-04T02:46:49Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server: "
www.xerispharma.com,2025-11-21 21:25:59,AFFILIATE_DOMAIN_WHOIS,sfp_whois,akamaistream.net,0,"   Domain Name: AKAMAISTREAM.NET
   Registry Domain ID: 69917135_DOMAIN_NET-VRSN
   Registrar WHOIS Server: whois.markmonitor.com
   Registrar URL: http://www.markmonitor.com
   Updated Date: 2025-03-24T11:26:32Z
   Creation Date: 2001-04-25T17:09:34Z
   Registry Expiry Date: 2026-04-25T17:09:34Z
   Registrar: MarkMonitor Inc.
   Registrar IANA ID: 292
   Registrar Abuse Contact Email: abusecomplaints@markmonitor.com
   Registrar Abuse Contact Phone: +1.2086851750
   Domain Status: clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited
   Domain Status: clientTransferProhibited https://icann.org/epp#clientTransferProhibited
   Domain Status: clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited
   Domain Status: serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited
   Domain Status: serverTransferProhibited https://icann.org/epp#serverTransferProhibited
   Domain Status: serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited
   Name Server"
